init_node,term_node,capacity,length
297,149,1.8,0.5
149,150,7.2,0.349029327
150,151,7.2,0.229037588
151,152,7.2,0.621643949
310,152,1.8,0.5
152,153,7.2,0.697852127
153,154,7.2,0.272614622
323,154,1.8,0.5
154,155,7.2,0.316191656
155,156,7.2,0.621643949
156,157,7.2,0.272614622
349,157,1.8,0.5
157,158,7.2,0.8614209
158,159,7.2,0.272614622
365,159,1.8,0.5
159,160,7.2,0.8614209
160,161,7.2,0.272614622
381,161,1.8,0.5
161,162,7.2,0.621643949
162,163,7.2,0.545229244
163,164,7.2,0.272614622
399,164,1.8,0.5
164,165,7.2,1.090458488
6,166,9.0,1.090458488
166,167,7.2,1.090458488
167,168,7.2,0.272614622
409,168,1.8,0.5
168,169,7.2,0.774266832
169,170,7.2,0.349029327
170,171,7.2,0.065468815
216,171,7.2,0.333333333
171,172,7.2,0.283560512
393,172,1.8,0.5
172,173,7.2,0.50165221
173,174,7.2,0.229037588
174,175,7.2,0.272614622
377,175,1.8,0.5
175,176,7.2,0.817843866
176,177,7.2,0.272614622
360,177,1.8,0.5
177,178,7.2,0.817843866
178,179,7.2,0.272614622
336,179,1.8,0.5
179,180,7.2,1.908302354
180,181,7.2,0.272614622
307,181,1.8,0.5
181,182,7.2,0.152622883
182,183,7.2,0.392606361
92,184,7.2,0.333333333
112,184,7.2,0.333333333
183,184,7.2,0.392606361
184,185,7.2,0.741429162
185,186,7.2,0.392606361
186,187,7.2,0.272614622
272,187,1.8,0.5
187,188,7.2,0.894258571
188,189,7.2,0.774266832
63,190,7.2,0.333333333
85,190,7.2,0.333333333
190,191,7.2,0.774266832
191,192,7.2,0.894258571
192,193,7.2,0.272614622
271,193,1.8,0.5
193,194,7.2,0.392606361
194,195,7.2,0.741429162
92,196,7.2,0.333333333
112,196,7.2,0.333333333
195,196,7.2,0.392606361
196,197,7.2,0.392606361
197,198,7.2,0.152622883
198,199,7.2,0.272614622
306,199,1.8,0.5
199,200,7.2,1.908302354
200,201,7.2,0.272614622
335,201,1.8,0.5
201,202,7.2,0.817843866
202,203,7.2,0.272614622
359,203,1.8,0.5
203,204,7.2,0.817843866
204,205,7.2,0.272614622
376,205,1.8,0.5
205,206,7.2,0.229037588
206,207,7.2,0.50165221
207,208,7.2,0.283560512
208,209,7.2,0.065468815
392,209,1.8,0.5
209,210,7.2,0.349029327
250,210,7.2,0.333333333
210,211,7.2,0.774266832
211,212,7.2,0.272614622
408,212,1.8,0.5
212,213,7.2,1.090458488
7,214,9.0,1.090458488
214,215,9.0,1.090458488
215,216,9.0,0.392606361
169,217,7.2,0.333333333
216,217,9.0,0.588806278
217,218,9.0,0.283560512
392,218,1.8,0.5
218,219,9.0,0.774266832
219,220,9.0,0.50165221
363,220,1.8,0.5
220,221,9.0,1.166873193
221,222,9.0,0.316191656
222,223,9.0,0.425237505
346,223,1.8,0.5
223,224,9.0,0.970466749
224,225,9.0,0.621643949
330,225,1.8,0.5
225,226,9.0,0.937835605
226,227,9.0,0.392606361
311,227,1.8,0.5
227,228,9.0,1.090458488
228,229,9.0,0.468814539
277,229,1.8,0.5
229,230,9.0,0.119991739
56,231,9.0,0.333333333
230,231,9.0,0.294506402
58,232,9.0,0.333333333
231,232,9.0,0.316191656
232,233,9.0,1.090458488
4,234,9.0,1.090458488
234,235,9.0,1.090458488
235,236,9.0,0.119991739
236,237,9.0,0.250722842
55,238,9.0,0.333333333
61,238,9.0,0.333333333
237,238,9.0,0.229037588
238,239,9.0,0.229037588
239,240,9.0,0.468814539
299,240,1.8,0.5
240,241,9.0,0.937835605
241,242,9.0,0.621643949
317,242,1.8,0.5
242,243,9.0,0.937835605
243,244,9.0,0.392606361
339,244,1.8,0.5
244,245,9.0,1.046881454
245,246,9.0,0.621643949
347,246,1.8,0.5
246,247,9.0,1.166873193
247,248,9.0,0.392606361
374,248,1.8,0.5
248,249,9.0,0.894258571
249,250,9.0,0.359768691
250,251,9.0,0.054522924
391,251,1.8,0.5
208,252,7.2,0.333333333
251,252,9.0,0.523337464
252,253,9.0,1.090458488
70,255,1.8,0.5
78,256,1.8,0.5
68,258,1.8,0.5
80,259,1.8,0.5
66,260,1.8,0.5
82,261,1.8,0.5
143,264,1.8,0.5
139,265,1.8,0.5
192,271,1.8,0.5
186,272,1.8,0.5
228,277,1.8,0.5
100,278,1.8,0.5
104,279,1.8,0.5
98,283,1.8,0.5
106,284,1.8,0.5
96,288,1.8,0.5
108,289,1.8,0.5
94,290,1.8,0.5
110,291,1.8,0.5
89,293,1.8,0.5
115,294,1.8,0.5
148,297,1.8,0.5
134,298,1.8,0.5
239,299,1.8,0.5
198,306,1.8,0.5
180,307,1.8,0.5
151,310,1.8,0.5
226,311,1.8,0.5
131,314,1.8,0.5
241,317,1.8,0.5
153,323,1.8,0.5
129,324,1.8,0.5
224,330,1.8,0.5
200,335,1.8,0.5
178,336,1.8,0.5
243,339,1.8,0.5
222,346,1.8,0.5
245,347,1.8,0.5
156,349,1.8,0.5
126,350,1.8,0.5
202,359,1.8,0.5
176,360,1.8,0.5
158,365,1.8,0.5
124,366,1.8,0.5
247,374,1.8,0.5
219,375,1.8,0.5
204,376,1.8,0.5
174,377,1.8,0.5
160,381,1.8,0.5
122,382,1.8,0.5
249,391,1.8,0.5
207,392,1.8,0.5
170,393,1.8,0.5
215,396,1.8,0.5
163,399,1.8,0.5
119,400,1.8,0.5
211,408,1.8,0.5
167,409,1.8,0.5
